StudyID,Who,Population,Sex,N,Biome,Country,Lattitude,Longitude,Region,SerumLevel_mg_dL,SL_SD_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY,study_ID_Ancestry
AUA8-B,Emily,Australian Aborinigals,F,66,tropical desert,Australia,-23.720061,133.841166,Oceania,174.015,NA,35.5764,NA,116.01,NA,115.141,NA,Australian_Aboriginal,AUA8-A
AUA8-B,Emily,Australian Aborinigals,F,58,tropical desert,Australia,-23.720061,133.841166,Oceania,185.616,NA,33.2562,NA,119.877,NA,132.855,NA,Australian_Aboriginal,AUA8-A
AUA8-A,Emily,Australian Aborinigals,F,76,tropical desert,Australia,-23.720061,133.841166,Oceania,189.483,NA,37.8966,NA,123.744,NA,115.141,NA,Australian_Aboriginal,AUA8-A
AUA8-A,Emily,Australian Aborinigals,F,64,tropical desert,Australia,-23.720061,133.841166,Oceania,193.35,NA,36.7365,NA,127.611,NA,123.998,NA,Australian_Aboriginal,AUA8-A
AUA8-B,Emily,Australian Aborinigals,M,65,tropical desert,Australia,-23.720061,133.841166,Oceania,197.217,NA,30.5493,NA,131.478,NA,168.283,NA,Australian_Aboriginal,AUA8-A
AUA8-A,Emily,Australian Aborinigals,M,60,tropical desert,Australia,-23.720061,133.841166,Oceania,201.084,NA,30.5493,NA,131.478,NA,177.14,NA,Australian_Aboriginal,AUA8-A
AUA8-B,Emily,Australian Aborinigals,F,116,tropical desert,Australia,-23.720061,133.841166,Oceania,201.084,NA,32.0961,NA,123.744,NA,194.854,NA,Australian_Aboriginal,AUA8-A
AUA8-A,Emily,Australian Aborinigals,F,108,tropical desert,Australia,-23.720061,133.841166,Oceania,220.419,NA,36.3498,NA,139.212,NA,185.997,NA,Australian_Aboriginal,AUA8-A
AUA8-B,Emily,Australian Aborinigals,M,79,tropical desert,Australia,-23.720061,133.841166,Oceania,224.286,NA,29.7759,NA,123.744,NA,292.281,NA,Australian_Aboriginal,AUA8-A
AUA8-B,Emily,Australian Aborinigals,M,40,tropical desert,Australia,-23.720061,133.841166,Oceania,224.286,NA,30.1626,NA,143.079,NA,212.568,NA,Australian_Aboriginal,AUA8-A
AUA8-A,Emily,Australian Aborinigals,M,86,tropical desert,Australia,-23.720061,133.841166,Oceania,228.153,NA,32.0961,NA,131.478,NA,256.853,NA,Australian_Aboriginal,AUA8-A
AUA8-A,Emily,Australian Aborinigals,M,43,tropical desert,Australia,-23.720061,133.841166,Oceania,232.02,NA,34.4163,NA,143.079,NA,221.425,NA,Australian_Aboriginal,AUA8-A
KTVN5,AYANA,Kitavans,M,39,Tropical Rainforest,Papua New Guinea,-8.509391,151.070426,Oceania,131.478,NA,NA,NA,NA,NA,NA,NA,Austronesian,KTVN2
KTVN5,AYANA,Kitavans,F,13,Tropical Rainforest,Papua New Guinea,-8.509391,151.070426,Oceania,135.345,NA,NA,NA,NA,NA,NA,NA,Austronesian,KTVN2
KTVN5,AYANA,Kitavans,F,13,Tropical Rainforest,Papua New Guinea,-8.509391,151.070426,Oceania,143.079,NA,NA,NA,NA,NA,NA,NA,Austronesian,KTVN2
KTVN5,AYANA,Kitavans,F,13,Tropical Rainforest,Papua New Guinea,-8.509391,151.070426,Oceania,146.946,NA,NA,NA,NA,NA,NA,NA,Austronesian,KTVN2
KTVN5,AYANA,Kitavans,M,39,Tropical Rainforest,Papua New Guinea,-8.509391,151.070426,Oceania,150.813,NA,NA,NA,NA,NA,NA,NA,Austronesian,KTVN2
CHIM1,FION,Chimbu Natives,F,10,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,93,8,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
CHIM1,FION,Chimbu Natives,M,10,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,107,9,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
CHIM1,FION,Chimbu Natives,M,10,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,109,9,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
SOL1-D,ABIGAIL,Kwaio,M,127,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,114,28.7,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-D
SOL1-F,ABIGAIL,Baegu,M,126,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,115,26.9,NA,NA,NA,NA,NA,NA,Austronesian,SOL1-F
SOL1-F,ABIGAIL,Baegu,F,111,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,119,28.5,NA,NA,NA,NA,NA,NA,Austronesian,SOL1-F
CHIM1,FION,Chimbu Natives,F,10,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,119,13,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
CHIM1,FION,Chimbu Natives,F,7,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,120,12,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
CHIM1,FION,Chimbu Natives,F,5,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,122,21,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
CHIM1,FION,Chimbu Natives,M,13,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,124,12,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
SOL1-D,ABIGAIL,Kwaio,F,114,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,125,31.6,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-D
WAL1,Emily,Wallisian,M,38,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,127.611,24.7488,NA,NA,NA,NA,53.58485,23.11677,Polynesian_Ancestry,WAL1
CHIM1,FION,Chimbu Natives,F,20,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,129,8,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
CHIM1,FION,Chimbu Natives,M,22,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,134,7,NA,NA,NA,NA,NA,NA,Ocenian,CHIM1
SOL1-C,ABIGAIL,Aita,M,81,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,135,29.1,NA,NA,NA,NA,NA,NA,Negrito,SOL1-C
WABA1,FION,Wabag Natives,M,12,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,137,8,NA,NA,NA,NA,NA,NA,Ocenian,WABA1
WAL1,Emily,Wallisian,F,53,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,137.2785,32.0961,NA,NA,NA,NA,55.88767,30.82236,Polynesian_Ancestry,WAL1
WABA1,FION,Wabag Natives,M,21,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,141,3,NA,NA,NA,NA,NA,NA,Ocenian,WABA1
SOL1-C,ABIGAIL,Aita,F,88,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,142,30.2,NA,NA,NA,NA,NA,NA,Negrito,SOL1-C
WABA1,FION,Wabag Natives,M,25,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,143,4,NA,NA,NA,NA,NA,NA,Ocenian,WABA1
WAL1,Emily,Wallisian,M,78,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,143.8524,32.0961,NA,NA,NA,NA,67.04749,43.93072,Polynesian_Ancestry,WAL1
WABA1,FION,Wabag Natives,M,21,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,144,5,NA,NA,NA,NA,NA,NA,Ocenian,WABA1
WABA1,FION,Wabag Natives,M,6,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,145,8,NA,NA,NA,NA,NA,NA,Ocenian,WABA1
WAL1,Emily,Wallisian,M,56,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,145.3992,30.5493,NA,NA,NA,NA,68.64175,32.15091,Polynesian_Ancestry,WAL1
PUK1,Phoebe,Pukapuka,M,27,Tropical Rainforest,Polynesia,-10,-165,Oceania,148.9,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
SOL1-E,ABIGAIL,Lau,M,77,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,149,27,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-E
WAL1,Emily,Wallisian,M,23,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,153.1332,37.8966,NA,NA,NA,NA,73.07025,29.13953,Polynesian_Ancestry,WAL1
WAL1,Emily,Wallisian,M,35,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,154.2933,36.3498,NA,NA,NA,NA,71.21028,34.89658,Polynesian_Ancestry,WAL1
SOL1-A,ABIGAIL,Nasioi,M,59,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,155,33.5,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-A
WABA1,FION,Wabag Natives,F,9,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,155,12,NA,NA,NA,NA,NA,NA,Ocenian,WABA1
PUK1,Phoebe,Pukapuka,M,27,Tropical Rainforest,Polynesia,-10,-165,Oceania,155,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
WAL1,Emily,Wallisian,M,39,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,155.0667,34.4163,NA,NA,NA,NA,78.11874,42.77931,Polynesian_Ancestry,WAL1
SOL1-E,ABIGAIL,Lau,F,101,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,160,30.7,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-E
WABA1,FION,Wabag Natives,F,17,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,160,5,NA,NA,NA,NA,NA,NA,Ocenian,WABA1
WAL1,Emily,Wallisian,F,53,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,160.8672,35.9631,NA,NA,NA,NA,77.58732,29.40524,Polynesian_Ancestry,WAL1
SOL1-B,ABIGAIL,Nagovisi,M,109,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,161,35.1,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-B
PUK1,Phoebe,Pukapuka,F,23,Tropical Rainforest,Polynesia,-10,-165,Oceania,161.2,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
SOL1-B,ABIGAIL,Nagovisi,F,101,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,162,35.2,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-B
PNG7,Emily,Papua New Guinea Highlanders,M,13,tropical rainforest,Papua New Guinea,-6.087172,145.39916,Oceania,162.414,30.936,NA,NA,NA,NA,171.8258,59.3419,Austronesian,PNG7
WAL1,Emily,Wallisian,F,71,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,162.8007,42.537,NA,NA,NA,NA,77.14447,48.80207,Polynesian_Ancestry,WAL1
SOL1-A,ABIGAIL,Nasioi,F,63,Tropical Rainforest,Solomon Islands,-9.64571,160.156194,Oceania,165,32.9,NA,NA,NA,NA,NA,NA,Melanesian,SOL1-A
WAL1,Emily,Wallisian,F,50,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,166.6677,36.3498,NA,NA,NA,NA,76.79019,35.87085,Polynesian_Ancestry,WAL1
PUK1,Phoebe,Pukapuka,M,39,Tropical Rainforest,Polynesia,-10,-165,Oceania,167.1,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
PUK1,Phoebe,Pukapuka,F,32,Tropical Rainforest,Polynesia,-10,-165,Oceania,168.1,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
PUK1,Phoebe,Pukapuka,F,17,Tropical Rainforest,Polynesia,-10,-165,Oceania,170.5,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
PUK1,Phoebe,Pukapuka,F,52,Tropical Rainforest,Polynesia,-10,-165,Oceania,170.9,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
WAL1,Emily,Wallisian,F,19,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,171.3081,35.1897,NA,NA,NA,NA,93.35278,43.93072,Polynesian_Ancestry,WAL1
KTVN6,AYANA,Kitavans,M,43,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,174.015,34.803,46.404,7.734,112.143,30.936,88.57,26.571,Austronesian,KTVN2
TOK2,Victoria,Tokelau 1968,F,18,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,176.1,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
WAL1,Emily,Wallisian,F,32,tropical rainforest,Wallis and Futuna,-13.278887,-176.202207,Oceania,176.7219,38.67,NA,NA,NA,NA,84.05293,32.50519,Polynesian_Ancestry,WAL1
PAC3-A,EM,ni-Vanuatu,F,228,Tropical Rainforest,Republic of Vanuatu,-19.5,169.33,Oceania,177.1086,NA,NA,NA,NA,NA,108.9411,NA,Melanesian,PAC3-A
PUK1,Phoebe,Pukapuka,M,39,Tropical Rainforest,Polynesia,-10,-165,Oceania,178,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
PUK1,Phoebe,Pukapuka,M,30,Tropical Rainforest,Polynesia,-10,-165,Oceania,180.5,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
KTVN6,AYANA,Kitavans,M,37,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,181.749,38.67,38.67,7.734,119.877,34.803,97.427,35.428,Austronesian,KTVN2
KTVN3,KIKI,Kitavans,M,122,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,181.749,NA,42.537,NA,NA,NA,150.569,NA,Austronesian,KTVN2
KTVN2,AYANA,Kitavans,M,142,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,181.749,34.803,NA,NA,119.877,34.803,97.427,35.428,Austronesian,KTVN2
PUK1,Phoebe,Pukapuka,M,37,Tropical Rainforest,Polynesia,-10,-165,Oceania,181.8,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
TOK2,Victoria,Tokelau 1968,M,40,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,184.5,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
KTVN6,AYANA,Kitavans,M,41,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,185.616,34.803,38.67,7.734,127.611,30.936,106.284,44.285,Austronesian,KTVN2
PUK1,Phoebe,Pukapuka,F,25,Tropical Rainforest,Polynesia,-10,-165,Oceania,190.5,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
PAC3-A,EM,ni-Vanuatu,M,155,Tropical Rainforest,Republic of Vanuatu,-19.5,169.33,Oceania,190.6431,NA,NA,NA,NA,NA,118.6838,NA,Melanesian,PAC3-A
PAC3-C,EM,ni-Vanuatu,F,193,Tropical Rainforest,Republic of Vanuatu,-17.73,168.32,Oceania,191.4165,NA,NA,NA,NA,NA,100.9698,NA,Melanesian,PAC3-A
AUS3,Gisele,New Guinea Natives,M,40,Tropical rainforest,Papua New Guinea,,,Oceania,192.3,44.9,NA,NA,NA,NA,NA,NA,Melanesian,AUS3
PUK1,Phoebe,Pukapuka,F,31,Tropical Rainforest,Polynesia,-10,-165,Oceania,194.2,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
TOK2,Victoria,Tokelau 1968,M,13,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,195.9,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
KTVN4,FION,Kitavans,M/F,108,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,197.217,46.404,41.3769,5.8005,135.345,42.537,106.284,40.7422,Austronesian,KTVN2
KTVN6,AYANA,Kitavans,F,11,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,197.217,38.67,54.138,15.468,123.744,34.803,106.284,79.713,Austronesian,KTVN2
TOK2,Victoria,Tokelau 1968,F,42,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,197.3,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
PAC3-C,EM,ni-Vanuatu,M,438,Tropical Rainforest,Republic of Vanuatu,-17.73,168.32,Oceania,203.4042,NA,NA,NA,NA,NA,126.6551,NA,Melanesian,PAC3-A
PAC3-B,EM,ni-Vanuatu,F,195,Tropical Rainforest,Republic of Vanuatu,-17.43,168.33,Oceania,204.951,NA,NA,NA,NA,NA,102.7412,NA,Melanesian,PAC3-A
TOK2,Victoria,Tokelau 1968,M,35,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,209.5,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
PAC3-B,EM,ni-Vanuatu,M,154,Tropical Rainforest,Republic of Vanuatu,-17.43,168.33,Oceania,210.3648,NA,NA,NA,NA,NA,102.7412,NA,Melanesian,PAC3-A
TOK7-A,EM,Tokelau,M,433,Tropical Rainforest,New Zealand,-9.38,-171.22,Oceania,212.2983,35.5764,NA,NA,NA,NA,92.9985,64.6561,Polynesian_Ancestry,TOK7-A
KTVN6,AYANA,Kitavans,F,16,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,212.685,42.537,46.404,7.734,146.946,38.67,115.141,53.142,Austronesian,KTVN2
TOK2,Victoria,Tokelau 1968,F,44,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,213.8,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
TOK2,Victoria,Tokelau 1968,M,48,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,215.7,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
TOK7-A,EM,Tokelau,F,374,Tropical Rainforest,New Zealand,-9.38,-171.22,Oceania,216.552,39.0567,NA,NA,NA,NA,74.3988,51.3706,Polynesian_Ancestry,TOK7-A
TOK2,Victoria,Tokelau 1968,M,24,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,217.1,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
TOK7-B,EM,Tokelau,M,34,Tropical Rainforest,New Zealand,-9.38,-171.22,Oceania,218.4855,34.0296,NA,NA,NA,NA,111.5982,53.142,Polynesian_Ancestry,TOK7-A
TOK2,Victoria,Tokelau 1968,M,46,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,220.2,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
TOK2,Victoria,Tokelau 1968,F,50,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,220.6,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
TOK2,Victoria,Tokelau 1968,F,53,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,222.5,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
TOK7-B,EM,Tokelau,F,50,Tropical Rainforest,New Zealand,-9.38,-171.22,Oceania,223.1259,34.803,NA,NA,NA,NA,98.3127,55.7991,Polynesian_Ancestry,TOK7-A
KTVN3,KIKI,Kitavans,F,47,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,224.286,NA,46.404,NA,NA,NA,115.141,NA,Austronesian,KTVN2
KTVN2,AYANA,Kitavans,F,61,Tropical Rainforest,Papua New Guinea,-6.314993,143.95555,Oceania,224.286,46.404,NA,NA,150.813,46.404,106.284,44.285,Austronesian,KTVN2
TOK2,Victoria,Tokelau 1968,F,38,Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,245.4,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
KTVN6,AYANA,Kitavans,F,18,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,247.488,46.404,46.404,11.601,177.882,46.404,115.141,44.285,Austronesian,KTVN2
KTVN6,AYANA,Kitavans,M,116,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,Austronesian,KTVN2
KTVN6,AYANA,Kitavans,F,42,Tropical Rainforest,Papua New Guinea,-7.200109,:144.735595,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,Austronesian,KTVN2
PUK1,Phoebe,Pukapuka,F,"2, 6, 4",Tropical Rainforest,Polynesia,-10,-165,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
PUK1,Phoebe,Pukapuka,M,"6, 1, 8, 7",Tropical Rainforest,Polynesia,-10,-165,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,PUK1
TOK2,Victoria,Tokelau 1968,F,"40, 19, 44, 51, 50, 34",Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
TOK2,Victoria,Tokelau 1968,M,"38, 12, 33, 47, 43, 24",Tropical Rainforest,Polynesia,-9.2002,-171.8484,Oceania,NA,NA,NA,NA,NA,NA,NA,NA,Polynesian_Ancestry,TOK2
AUS4-A,Gisele,Australians,M/F,99,Tropical savanna,Australia,-12.4637,130.8444,Oceania,193.35,NA,37.1232,NA,NA,NA,212.568,NA,Australians,AUS4-A
AUS4-B,Gisele,Australians,M/F,36,Tropical savanna,Australia,-12.4637,130.8444,Oceania,204.951,NA,36.3498,NA,NA,NA,212.568,NA,Australians,AUS4-A
AUS2-A,Claire,New Guinea Laborers,M/F,40,,Australia,-25.2744,133.7751,Oceania,167.4,35.7,NA,NA,NA,NA,NA,NA,Australians,AUS2-A
SAM3-A,Phoebe,Samoans,M,123,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,NA,41.3769,11.601,NA,NA,118.6838,123.998,NA,NA
SAM3-A,Phoebe,Samoans,F,114,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,NA,42.537,7.734,NA,NA,99.1984,44.285,NA,NA
SAM3-B,Phoebe,Samoans,M,90,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,NA,49.4976,11.601,NA,NA,73.5131,26.571,NA,NA
SAM3-B,Phoebe,Samoans,F,109,Tropical Rainforest,Samoa,-13.759,-172.1046,Pacific,NA,NA,50.271,11.601,NA,NA,85.0272,35.428,NA,NA
MEL1-B,Phoebe,Melanesian,M,33,tropical and subtropical moist broadleaf forests,Vanuatu,-16.302,167.5161,Pacific Ocean,138.0519,49.8843,NA,NA,NA,NA,0.6,0.18,Melanesian,MEL1-A
MEL1-A,Phoebe,Melanesian,M,86,tropical and subtropical moist broadleaf forests,Vanuatu,-17.6577,168.4297,Pacific Ocean,140.7588,33.2562,NA,NA,NA,NA,0.63,0.19,Melanesian,MEL1-A
MEL1-B,Phoebe,Melanesian,F,49,tropical and subtropical moist broadleaf forests,Vanuatu,-16.302,167.5161,Pacific Ocean,146.1726,42.1503,NA,NA,NA,NA,0.6,0.38,Melanesian,MEL1-A
MEL1-A,Phoebe,Melanesian,F,23,tropical and subtropical moist broadleaf forests,Vanuatu,-17.6577,168.4297,Pacific Ocean,153.1332,34.0296,NA,NA,NA,NA,0.61,0.25,Melanesian,MEL1-A
CHU1,Victoria,Chukchi,M,,Tundra,,66-66.5,177-179.6,Russian Far East,175,NA,53,NA,116,NA,78,NA,Chinese,CHU1
CHU1,Victoria,Chukchi,M,,Tundra,,66-66.5,177-179.6,Russian Far East,189,NA,53,NA,130,NA,78,NA,Chinese,CHU1
CHU1,Victoria,Chukchi,M,,Tundra,,66-66.5,177-179.6,Russian Far East,191,NA,54,NA,130,NA,84,NA,Chinese,CHU1
CHU1,Victoria,Chukchi,M,,Tundra,,66-66.5,177-179.6,Russian Far East,197,NA,58,NA,133,NA,88,NA,Chinese,CHU1
SOM1,Victoria,Somali,F,142,Taiga,Finland,61.9241,25.7482,Scandinavia,185.616,NA,50.271,NA,NA,NA,NA,NA,SA_Indegenous,SOM1
KUR1,Victoria,Kurdish,F,163,Taiga,Finland,61.9241,25.7482,Scandinavia,189.483,NA,50.271,NA,NA,NA,NA,NA,Middle_Eastern_Ancestry,KUR1
SOM1,Victoria,Somali,M,80,Taiga,Finland,61.9241,25.7482,Scandinavia,193.35,NA,46.404,NA,NA,NA,NA,NA,SA_Indegenous,SOM1
KUR1,Victoria,Kurdish,M,176,Taiga,Finland,61.9241,25.7482,Scandinavia,197.217,NA,42.537,NA,NA,NA,NA,NA,Middle_Eastern_Ancestry,KUR1
RUS1,Victoria,Russian,M,111,Taiga,Finland,61.9241,25.7482,Scandinavia,204.951,NA,50.271,NA,NA,NA,NA,NA,Russian,RUS1
RUS1,Victoria,Russian,F,217,Taiga,Finland,61.9241,25.7482,Scandinavia,204.951,NA,61.872,NA,NA,NA,NA,NA,Russian,RUS1
KUR1,Victoria,Kurdish,F,156,Taiga,Finland,61.9241,25.7482,Scandinavia,NA,NA,NA,NA,116.01,NA,115.141,NA,Middle_Eastern_Ancestry,KUR1
KUR1,Victoria,Kurdish,M,"165, 166",Taiga,Finland,61.9241,25.7482,Scandinavia,NA,NA,NA,NA,123.744,NA,NA,NA,Middle_Eastern_Ancestry,KUR1
RUS1,Victoria,Russian,F,207,Taiga,Finland,61.9241,25.7482,Scandinavia,NA,NA,NA,NA,123.744,NA,88.57,NA,Russian,RUS1
RUS1,Victoria,Russian,M,109,Taiga,Finland,61.9241,25.7482,Scandinavia,NA,NA,NA,NA,127.611,NA,123.998,NA,Russian,RUS1
SOM1,Victoria,Somali,F,138,Taiga,Finland,61.9241,25.7482,Scandinavia,NA,NA,NA,NA,116.01,NA,88.57,NA,SA_Indegenous,SOM1
SOM1,Victoria,Somali,M,78,Taiga,Finland,61.9241,25.7482,Scandinavia,NA,NA,NA,NA,127.611,NA,106.284,NA,SA_Indegenous,SOM1
BUR2,Victoria,Buryat,M,,Taiga,,52,107,Siberia,126,NA,37,NA,71,NA,93,NA,Mongolic,BUR2
EVE1,Victoria,Evenki,M,,Taiga,,61.403698,96.224501,Siberia,134,NA,46,NA,74,NA,81,NA,Siberian,EVE1
BUR2,Victoria,Buryat,M,,Taiga,,52,107,Siberia,135,NA,45,NA,79,NA,54,NA,Mongolic,BUR2
YAK2,Victoria,Yakut,M,,Taiga,,65,125,Siberia,139,NA,43,NA,82,NA,70,NA,Siberian,ESK8
BUR2,Victoria,Buryat,M,,Taiga,,52,107,Siberia,143,NA,36,NA,88,NA,94,NA,Mongolic,BUR2
EVE1,Victoria,Evenki,M,,Taiga,,61.403698,96.224501,Siberia,146,NA,41,NA,90,NA,95,NA,Siberian,EVE1
EVE1,Victoria,Evenki,M,,Taiga,,61.403698,96.224501,Siberia,147,NA,46,NA,84,NA,86,NA,Siberian,EVE1
EVE1,Victoria,Evenki,M,,Taiga,,61.403698,96.224501,Siberia,150,NA,34,NA,107,NA,63,NA,Siberian,EVE1
EVE1,Victoria,Evenki,M,,Taiga,,61.403698,96.224501,Siberia,155,NA,45,NA,96,NA,86,NA,Siberian,EVE1
BUR2,Victoria,Buryat,M,,Taiga,,52,107,Siberia,169,NA,40,NA,104,NA,123,NA,Mongolic,BUR2
YAK2,Victoria,Yakut,M,,Taiga,,65,125,Siberia,169,NA,43,NA,111,NA,75,NA,Siberian,ESK8
YAK2,Victoria,Yakut,M,,Taiga,,65,125,Siberia,178,NA,42,NA,118,NA,88,NA,Siberian,ESK8
